order_id,user_id,product_id,product_name,category,province,city,price,quantity,order_time,pay_status
2026040100030,u0162,p008,永春芦柑,水果,福建省,福州,28.00,4,2026-04-01 19:28:07,已支付
2026052100031,u0109,p006,莆田桂圆干,干货,福建省,泉州,45.00,3,2026-05-21 03:06:34,已支付
2026021200032,u0037,p008,永春芦柑,水果,福建省,厦门,28.00,0,2026-02-12 12:00:49,已支付
2026042400033,u0046,p001,武夷岩茶,茶叶,广东省,广州,199.00,3,2026-04-24 00:38:28,已退款
2026011500034,u0078,p009,闽北香菇,干货,福建省,厦门,55.00,3,2026-01-15 20:20:06,已支付
2026042600035,u0135,p011,厦门芒果干,干货,福建省,厦门,38.00,3,2026-04-26 04:25:20,未支付
2026032100036,u0197,p008,永春芦柑,水果,福建省,福州,28.00,5,2026-03-21 18:19:11,已退款
2026010300037,u0154,p002,安溪铁观音,茶叶,福建省,福州,150.00,5,2026-01-03 14:47:50,已支付
2026032800038,u0022,p008,永春芦柑,水果,福建省,泉州,28.00,2,2026-03-28 09:07:11,已支付
2026040100039,u0181,p007,福鼎白茶,茶叶,浙江省,杭州,180.00,2,2026-04-01 06:03:12,已支付
2026053100040,u0175,p009,闽北香菇,干货,福建省,福州,55.00,4,2026-05-31 04:28:25,已支付
2026031900041,u0074,p005,古田银耳,干货,上海市,上海,68.00,4,2026-03-19 01:18:44,已支付
2026021400042,u0181,p001,武夷岩茶,茶叶,浙江省,杭州,199.00,5,2026-02-14 13:37:25,已退款
2026010800043,u0174,p007,福鼎白茶,茶叶,浙江省,杭州,180.00,4,2026-01-08 07:11:38,已支付
2026020300044,u0139,p010,福州茉莉花茶,茶叶,福建省,厦门,-10.00,4,2026-02-03 06:00:46,已支付
2026042400045,u0064,p011,厦门芒果干,干货,上海市,上海,38.00,5,2026-04-24 13:58:23,已支付
2026030900046,u0003,p004,漳州蕉,水果,浙江省,杭州,20.00,4,2026-03-09 01:27:07,已支付
2026022000047,u0184,p001,武夷岩茶,茶叶,福建省,福州,199.00,1,2026-02-20 19:31:36,已支付
2026052500048,u0194,p009,闽北香菇,干货,福建省,泉州,55.00,2,2026-05-25 23:21:37,已支付
2026032800049,u0018,p005,古田银耳,干货,福建省,福州,68.00,2,2026-03-28 02:45:34,已退款
2026041000050,u0033,p011,厦门芒果干,干货,上海市,上海,38.00,5,2026-04-10 10:58:25,已支付
2026012900051,u0139,p005,古田银耳,干货,福建省,厦门,68.00,5,2026-01-29 02:24:10,已支付
2026041800052,u0114,p004,漳州蕉,水果,广东省,广州,20.00,5,2026-04-18 12:30:48,已支付
2026041800053,u0168,p012,漳州荔枝,水果,浙江省,杭州,42.00,3,2026-04-18 19:23:05,未支付
2026042600054,u0019,p009,闽北香菇,干货,广东省,广州,55.00,5,2026-04-26 17:23:01,已退款
2026010900055,u0014,p004,漳州蕉,水果,福建省,厦门,20.00,1,2026-01-09 00:18:03,已支付
2026032900056,u0048,p002,安溪铁观音,茶叶,广东省,广州,150.00,3,2026-03-29 03:10:06,已支付
2026052700057,u0136,p006,莆田桂圆干,干货,福建省,厦门,45.00,1,2026-05-27 04:41:21,已支付
2026041700058,u0072,p008,永春芦柑,水果,上海市,上海,28.00,2,2026-04-17 10:33:23,已支付
2026042900059,u0167,p012,漳州荔枝,水果,广东省,广州,42.00,0,2026-04-29 00:02:00,已支付
2026032000060,u0005,p004,漳州蕉,水果,广东省,广州,20.00,3,2026-03-20 20:10:16,已退款
2026021400061,u0090,p007,福鼎白茶,茶叶,上海市,上海,180.00,3,2026-02-14 04:50:19,已支付
2026051000062,u0049,p005,古田银耳,干货,福建省,泉州,68.00,2,2026-05-10 01:12:07,已支付
2026053100063,u0183,p008,永春芦柑,水果,广东省,广州,28.00,4,2026-05-31 02:38:56,已支付
2026022200064,u0181,p011,厦门芒果干,干货,广东省,广州,38.00,1,2026-02-22 02:48:44,已支付
2026052700065,u0196,p010,福州茉莉花茶,茶叶,福建省,泉州,120.00,4,2026-05-27 22:30:49,已支付
2026052900066,u0200,p004,漳州蕉,水果,广东省,广州,20.00,3,2026-05-29 05:07:12,已退款
2026032000067,u0066,p011,厦门芒果干,干货,福建省,厦门,38.00,3,2026-03-20 22:44:08,已退款
2026042800068,u0052,p011,厦门芒果干,干货,福建省,福州,38.00,3,2026-04-28 16:25:12,已支付
2026010900069,u0003,p010,福州茉莉花茶,茶叶,广东省,广州,120.00,1,2026-01-09 22:13:29,已支付
2026032100070,u0190,p012,漳州荔枝,水果,浙江省,杭州,42.00,4,2026-03-21 23:37:38,已支付
2026031800071,u0123,p003,平和蜜柚,水果,福建省,福州,35.50,4,2026-03-18 00:52:24,已支付
2026021600072,u0128,p005,古田银耳,干货,浙江省,杭州,68.00,5,2026-02-16 03:59:34,未支付
2026030400073,u0199,p003,平和蜜柚,水果,福建省,厦门,35.50,0,2026-03-04 15:21:29,已支付
2026021500074,u0063,p007,福鼎白茶,茶叶,福建省,福州,180.00,2,2026-02-15 16:50:47,已支付
2026031100075,u0100,p008,永春芦柑,水果,广东省,广州,28.00,2,2026-03-11 05:10:48,已支付
2026050400076,u0058,p005,古田银耳,干货,福建省,福州,68.00,3,2026-05-04 02:59:47,已退款
2026030500077,u0133,p010,福州茉莉花茶,茶叶,浙江省,杭州,120.00,0,2026-03-05 21:49:58,已支付
2026020900078,u0036,p005,古田银耳,干货,浙江省,杭州,68.00,0,2026-02-09 19:06:47,已支付
2026050900079,u0057,p009,闽北香菇,干货,福建省,厦门,55.00,3,2026-05-09 15:02:09,已支付
2026040700080,u0157,p008,永春芦柑,水果,福建省,福州,28.00,2,2026-04-07 05:43:54,已退款
2026040900081,u0049,p006,莆田桂圆干,干货,福建省,福州,45.00,3,2026-04-09 20:52:54,已支付
2026021300082,u0164,p008,永春芦柑,水果,上海市,上海,28.00,1,2026-02-13 07:11:23,已支付
2026020600083,u0130,p008,永春芦柑,水果,上海市,上海,28.00,2,2026-02-06 20:59:50,已支付
2026032600084,u0085,p011,厦门芒果干,干货,福建省,厦门,38.00,5,2026-03-26 11:46:32,已支付
2026020400085,u0192,p008,永春芦柑,水果,浙江省,杭州,28.00,4,2026-02-04 16:29:36,已支付
2026020200086,u0018,p001,武夷岩茶,茶叶,福建省,泉州,199.00,1,2026-02-02 10:17:36,已支付
2026050100087,u0098,p004,漳州蕉,水果,福建省,泉州,20.00,2,2026-05-01 08:12:38,已支付
2026011500088,u0109,p003,平和蜜柚,水果,上海市,上海,35.50,4,2026-01-15 03:55:21,未支付
2026032700089,u0138,p006,莆田桂圆干,干货,广东省,广州,45.00,2,2026-03-27 16:35:31,已退款
2026011900090,u0187,p002,安溪铁观音,茶叶,福建省,厦门,150.00,5,2026-01-19 08:50:28,已支付
2026020300091,u0054,p003,平和蜜柚,水果,福建省,泉州,35.50,1,2026-02-03 08:17:55,已退款
2026012400092,u0020,p005,古田银耳,干货,福建省,福州,68.00,4,2026-01-24 01:29:01,未支付
2026050800093,u0095,p012,漳州荔枝,水果,福建省,泉州,42.00,2,2026-05-08 04:12:31,已支付
2026032900094,u0003,p010,福州茉莉花茶,茶叶,福建省,泉州,120.00,2,2026-03-29 17:09:34,未支付
2026042300095,u0186,p003,平和蜜柚,水果,上海市,上海,35.50,2,2026-04-23 16:42:39,已支付
2026012400096,u0074,p003,平和蜜柚,水果,上海市,上海,35.50,3,2026-01-24 17:21:22,已支付
2026031700097,u0007,p011,厦门芒果干,干货,福建省,泉州,38.00,3,2026-03-17 07:11:28,已退款
2026010900098,u0141,p008,永春芦柑,水果,福建省,厦门,28.00,3,2026-01-09 08:45:32,已退款
2026051900099,u0199,p004,漳州蕉,水果,福建省,泉州,20.00,5,2026-05-19 10:21:24,已支付
2026031200100,u0184,p005,古田银耳,干货,福建省,福州,68.00,4,2026-03-12 01:56:28,已支付
2026012200101,u0086,p007,福鼎白茶,茶叶,广东省,广州,180.00,0,2026-01-22 05:14:48,已支付
2026021100102,u0075,p004,漳州蕉,水果,福建省,泉州,20.00,5,2026-02-11 18:45:50,已支付
2026020100103,u0170,p002,安溪铁观音,茶叶,广东省,广州,150.00,1,2026-02-01 12:58:33,已退款
2026041700104,u0135,p012,漳州荔枝,水果,上海市,上海,42.00,2,2026-04-17 23:40:34,已支付
2026031800105,u0049,p007,福鼎白茶,茶叶,福建省,厦门,180.00,3,2026-03-18 00:56:55,已退款
2026010500106,u0048,p002,安溪铁观音,茶叶,广东省,广州,150.00,5,2026-01-05 18:23:37,已退款
2026010700107,u0181,p001,武夷岩茶,茶叶,福建省,泉州,199.00,0,2026-01-07 19:29:37,已支付
2026022200108,u0190,p007,福鼎白茶,茶叶,福建省,厦门,180.00,2,2026-02-22 04:02:05,已支付
2026011600109,u0013,p008,永春芦柑,水果,福建省,泉州,28.00,4,2026-01-16 21:17:29,已支付
2026051200110,u0189,p003,平和蜜柚,水果,上海市,上海,35.50,2,2026-05-12 06:30:38,已支付
2026050500111,u0095,p012,漳州荔枝,水果,福建省,厦门,42.00,4,2026-05-05 15:44:29,已支付
2026033000112,u0130,p004,漳州蕉,水果,浙江省,杭州,20.00,1,2026-03-30 22:24:51,未支付
2026041200113,u0199,p002,安溪铁观音,茶叶,福建省,泉州,150.00,4,2026-04-12 10:03:07,未支付
2026051900114,u0062,p008,永春芦柑,水果,福建省,泉州,28.00,0,2026-05-19 07:48:29,已支付
2026022100115,u0178,p002,安溪铁观音,茶叶,福建省,厦门,150.00,2,2026-02-21 06:48:28,已支付
2026030200116,u0013,p009,闽北香菇,干货,广东省,广州,55.00,4,2026-03-02 19:19:19,已支付
2026020500117,u0034,p001,武夷岩茶,茶叶,广东省,广州,199.00,0,2026-02-05 22:24:08,已支付
2026012100118,u0075,p011,厦门芒果干,干货,广东省,广州,38.00,0,2026-01-21 13:05:19,已支付
2026022200119,u0064,p010,福州茉莉花茶,茶叶,福建省,福州,120.00,1,2026-02-22 08:31:32,已支付
2026050400120,u0149,p006,莆田桂圆干,干货,福建省,泉州,45.00,1,2026-05-04 11:12:08,未支付
2026021900121,u0146,p005,古田银耳,干货,广东省,广州,68.00,5,2026-02-19 21:18:59,已退款
2026032100122,u0119,p008,永春芦柑,水果,广东省,广州,28.00,0,2026-03-21 23:02:25,已支付
2026011200123,u0023,p003,平和蜜柚,水果,浙江省,杭州,35.50,1,2026-01-12 15:55:07,已支付
2026022400124,u0095,p001,武夷岩茶,茶叶,广东省,广州,199.00,0,2026-02-24 02:08:23,已支付
2026031300125,u0037,p006,莆田桂圆干,干货,福建省,福州,45.00,4,2026-03-13 23:35:36,未支付
2026040200126,u0064,p006,莆田桂圆干,干货,福建省,泉州,45.00,3,2026-04-02 21:02:50,未支付
2026050600127,u0117,p011,厦门芒果干,干货,广东省,广州,38.00,1,2026-05-06 12:06:45,已支付
2026042500128,u0116,p004,漳州蕉,水果,福建省,厦门,20.00,0,2026-04-25 00:42:22,已退款
2026031600129,u0195,p009,闽北香菇,干货,福建省,泉州,55.00,3,2026-03-16 18:34:07,未支付
2026032300130,u0088,p005,古田银耳,干货,福建省,厦门,68.00,0,2026-03-23 06:20:14,已支付
2026051000131,u0200,p007,福鼎白茶,茶叶,广东省,广州,180.00,0,2026-05-10 13:27:38,未支付
2026011300132,u0130,p004,漳州蕉,水果,上海市,上海,20.00,3,2026-01-13 13:45:33,未支付
2026021400133,u0044,p002,安溪铁观音,茶叶,福建省,泉州,150.00,0,2026-02-14 19:44:26,已支付
2026030400134,u0050,p012,漳州荔枝,水果,福建省,厦门,42.00,3,2026-03-04 00:48:23,已支付
2026012900135,u0159,p010,福州茉莉花茶,茶叶,上海市,上海,120.00,3,2026-01-29 21:33:35,已支付
2026033000136,u0086,p002,安溪铁观音,茶叶,广东省,广州,150.00,5,2026-03-30 05:18:09,已退款
2026052800137,u0117,p008,永春芦柑,水果,福建省,泉州,28.00,0,2026-05-28 14:21:33,已支付
2026042000138,u0113,p005,古田银耳,干货,浙江省,杭州,68.00,2,2026-04-20 09:59:13,已支付
2026022800139,u0084,p010,福州茉莉花茶,茶叶,广东省,广州,120.00,1,2026-02-28 09:02:30,已支付
2026021100140,u0145,p012,漳州荔枝,水果,广东省,广州,42.00,3,2026-02-11 00:58:25,已支付
2026053100141,u0057,p011,厦门芒果干,干货,福建省,厦门,38.00,3,2026-05-31 00:39:13,未支付
2026041500142,u0058,p009,闽北香菇,干货,福建省,厦门,55.00,2,2026-04-15 16:32:20,已退款
2026022400143,u0025,p011,厦门芒果干,干货,浙江省,杭州,38.00,4,2026-02-24 14:15:04,已支付
2026052600144,u0172,p012,漳州荔枝,水果,福建省,泉州,42.00,4,2026-05-26 08:54:04,已支付
2026053100145,u0145,p012,漳州荔枝,水果,广东省,广州,42.00,1,2026-05-31 15:25:57,未支付
2026021400146,u0078,p004,漳州蕉,水果,上海市,上海,20.00,0,2026-02-14 06:22:46,已支付
2026032900147,u0076,p006,莆田桂圆干,干货,福建省,厦门,45.00,3,2026-03-29 17:05:15,已支付
2026040600148,u0038,p003,平和蜜柚,水果,福建省,泉州,35.50,5,2026-04-06 04:13:28,已支付
2026051300149,u0029,p002,安溪铁观音,茶叶,福建省,福州,150.00,3,2026-05-13 15:44:26,已支付
2026011000150,u0165,p007,福鼎白茶,茶叶,广东省,广州,180.00,5,2026-01-10 02:19:51,未支付
2026050400151,u0029,p002,安溪铁观音,茶叶,福建省,福州,150.00,2,2026-05-04 06:36:20,已支付
2026043000152,u0157,p010,福州茉莉花茶,茶叶,广东省,广州,120.00,4,2026-04-30 17:28:05,未支付
2026031000153,u0086,p007,福鼎白茶,茶叶,广东省,广州,180.00,2,2026-03-10 11:19:18,已支付
2026041000154,u0104,p007,福鼎白茶,茶叶,福建省,泉州,180.00,0,2026-04-10 15:51:49,已支付
2026040700155,u0135,p009,闽北香菇,干货,福建省,厦门,55.00,3,2026-04-07 11:47:56,已支付
2026051100156,u0118,p002,安溪铁观音,茶叶,浙江省,杭州,150.00,0,2026-05-11 14:59:38,已支付
2026021900157,u0169,p010,福州茉莉花茶,茶叶,浙江省,杭州,120.00,3,2026-02-19 19:52:40,已支付
2026050700158,u0077,p007,福鼎白茶,茶叶,福建省,厦门,180.00,2,2026-05-07 12:40:56,已支付
2026032400159,u0127,p008,永春芦柑,水果,广东省,广州,28.00,5,2026-03-24 06:49:50,已支付
2026040300160,u0058,p004,漳州蕉,水果,浙江省,杭州,20.00,2,2026-04-03 22:51:58,已支付
2026032900161,u0163,p009,闽北香菇,干货,福建省,泉州,55.00,1,2026-03-29 10:42:38,已支付
2026032600162,u0065,p006,莆田桂圆干,干货,上海市,上海,45.00,0,2026-03-26 22:09:12,未支付
2026011300163,u0068,p004,漳州蕉,水果,上海市,上海,20.00,1,2026-01-13 10:37:13,未支付
2026011200164,u0071,p004,漳州蕉,水果,福建省,厦门,20.00,0,2026-01-12 13:41:42,已支付
2026042800165,u0188,p012,漳州荔枝,水果,福建省,福州,42.00,4,2026-04-28 23:10:19,已支付
2026020200166,u0084,p012,漳州荔枝,水果,浙江省,杭州,42.00,1,2026-02-02 08:59:24,已支付
2026042200167,u0068,p006,莆田桂圆干,干货,福建省,厦门,45.00,5,2026-04-22 20:49:52,未支付
2026041500168,u0104,p005,古田银耳,干货,上海市,上海,68.00,2,2026-04-15 08:05:18,已支付
2026012100169,u0178,p003,平和蜜柚,水果,福建省,福州,35.50,2,2026-01-21 16:35:39,已支付
2026042200170,u0186,p006,莆田桂圆干,干货,福建省,厦门,45.00,5,2026-04-22 09:06:17,已退款
2026040700171,u0126,p012,漳州荔枝,水果,福建省,泉州,42.00,0,2026-04-07 19:59:56,已支付
2026050700172,u0177,p001,武夷岩茶,茶叶,广东省,广州,199.00,5,2026-05-07 20:32:10,已支付
2026022700173,u0079,p007,福鼎白茶,茶叶,福建省,厦门,180.00,4,2026-02-27 13:12:51,已退款
2026012500174,u0149,p003,平和蜜柚,水果,福建省,泉州,35.50,3,2026-01-25 17:16:01,已支付
2026051700175,u0179,p007,福鼎白茶,茶叶,福建省,福州,180.00,3,2026-05-17 21:28:39,已退款
2026010900176,u0046,p001,武夷岩茶,茶叶,上海市,上海,199.00,2,2026-01-09 10:48:28,未支付
2026042400177,u0167,p011,厦门芒果干,干货,浙江省,杭州,38.00,2,2026-04-24 09:01:19,已支付
2026041200178,u0167,p002,安溪铁观音,茶叶,广东省,广州,-10.00,3,2026-04-12 13:00:53,已支付
2026050900179,u0106,p001,武夷岩茶,茶叶,广东省,广州,199.00,1,2026-05-09 11:47:03,已支付
2026021500180,u0065,p007,福鼎白茶,茶叶,福建省,厦门,180.00,4,2026-02-15 16:55:15,已支付
2026031000181,u0092,p009,闽北香菇,干货,上海市,上海,55.00,5,2026-03-10 13:05:28,已支付
2026010700182,u0109,p001,武夷岩茶,茶叶,浙江省,杭州,-10.00,4,2026-01-07 12:05:07,已支付
2026040800183,u0024,p012,漳州荔枝,水果,福建省,厦门,42.00,3,2026-04-08 07:12:14,已退款
2026040500184,u0122,p001,武夷岩茶,茶叶,浙江省,杭州,199.00,5,2026-04-05 15:43:33,已退款
2026022800185,u0167,p004,漳州蕉,水果,浙江省,杭州,20.00,5,2026-02-28 02:18:42,已支付
2026042500186,u0066,p008,永春芦柑,水果,福建省,泉州,28.00,0,2026-04-25 22:54:43,已支付
2026011400187,u0084,p007,福鼎白茶,茶叶,上海市,上海,180.00,2,2026-01-14 16:47:28,已支付
2026010800188,u0005,p004,漳州蕉,水果,福建省,厦门,20.00,2,2026-01-08 17:04:05,未支付
2026011700189,u0153,p004,漳州蕉,水果,上海市,上海,20.00,1,2026-01-17 04:29:47,已退款
2026052100190,u0061,p004,漳州蕉,水果,上海市,上海,20.00,0,2026-05-21 17:21:20,已支付
2026022200191,u0018,p003,平和蜜柚,水果,上海市,上海,35.50,3,2026-02-22 03:15:35,已支付
2026041600192,u0050,p006,莆田桂圆干,干货,广东省,广州,45.00,4,2026-04-16 20:20:55,已支付
2026042500193,u0175,p012,漳州荔枝,水果,上海市,上海,42.00,1,2026-04-25 14:53:45,已支付
2026051200194,u0166,p008,永春芦柑,水果,福建省,厦门,28.00,3,2026-05-12 12:12:39,已退款
2026021500195,u0096,p009,闽北香菇,干货,上海市,上海,55.00,5,2026-02-15 15:19:33,已退款
2026032700196,u0018,p006,莆田桂圆干,干货,上海市,上海,45.00,3,2026-03-27 08:04:52,已支付
2026030300197,u0099,p012,漳州荔枝,水果,福建省,厦门,42.00,5,2026-03-03 09:05:12,已支付
2026030600198,u0185,p011,厦门芒果干,干货,福建省,厦门,38.00,4,2026-03-06 04:06:22,已退款
2026051300199,u0115,p008,永春芦柑,水果,福建省,泉州,28.00,3,2026-05-13 15:25:02,已退款
2026012300200,u0031,p005,古田银耳,干货,福建省,泉州,68.00,5,2026-01-23 18:40:57,已退款
2026010100201,u0169,p009,闽北香菇,干货,福建省,福州,55.00,2,2026-01-01 21:15:31,已退款
2026030600202,u0189,p012,漳州荔枝,水果,广东省,广州,42.00,5,2026-03-06 09:39:59,已退款
2026053000203,u0074,p007,福鼎白茶,茶叶,福建省,厦门,180.00,0,2026-05-30 19:28:21,已支付
2026050300204,u0136,p007,福鼎白茶,茶叶,广东省,广州,180.00,2,2026-05-03 11:09:03,未支付
2026021500205,u0011,p001,武夷岩茶,茶叶,浙江省,杭州,199.00,4,2026-02-15 18:17:17,已支付
2026040100206,u0162,p011,厦门芒果干,干货,上海市,上海,38.00,4,2026-04-01 03:55:14,已支付
2026032300207,u0030,p012,漳州荔枝,水果,福建省,泉州,-10.00,3,2026-03-23 06:10:53,已支付
2026011400208,u0075,p009,闽北香菇,干货,福建省,厦门,55.00,1,2026-01-14 02:18:45,已支付
2026040900209,u0001,p007,福鼎白茶,茶叶,上海市,上海,180.00,5,2026-04-09 19:07:32,已支付
2026032800210,u0159,p010,福州茉莉花茶,茶叶,浙江省,杭州,120.00,5,2026-03-28 22:53:32,未支付
2026013000211,u0050,p011,厦门芒果干,干货,广东省,广州,38.00,0,2026-01-30 20:28:39,未支付
2026010900212,u0171,p003,平和蜜柚,水果,上海市,上海,35.50,5,2026-01-09 14:52:03,已支付
2026020400213,u0154,p002,安溪铁观音,茶叶,上海市,上海,150.00,4,2026-02-04 05:37:40,已支付
2026013000214,u0105,p007,福鼎白茶,茶叶,福建省,泉州,180.00,3,2026-01-30 05:48:44,已支付
2026022300215,u0051,p010,福州茉莉花茶,茶叶,浙江省,杭州,120.00,2,2026-02-23 07:21:44,未支付
2026051500216,u0112,p005,古田银耳,干货,上海市,上海,68.00,3,2026-05-15 02:12:06,已支付
2026020400217,u0052,p001,武夷岩茶,茶叶,上海市,上海,199.00,5,2026-02-04 09:09:39,已支付
2026042400218,u0158,p004,漳州蕉,水果,福建省,厦门,20.00,4,2026-04-24 05:51:34,已支付
2026010800219,u0150,p011,厦门芒果干,干货,福建省,福州,38.00,3,2026-01-08 00:05:31,已支付
2026040200220,u0197,p006,莆田桂圆干,干货,广东省,广州,45.00,0,2026-04-02 06:54:24,未支付
2026050900221,u0059,p011,厦门芒果干,干货,上海市,上海,38.00,4,2026-05-09 07:18:21,已支付
2026012900222,u0183,p002,安溪铁观音,茶叶,浙江省,杭州,150.00,2,2026-01-29 06:01:45,已支付
2026022300223,u0010,p009,闽北香菇,干货,福建省,厦门,55.00,4,2026-02-23 18:41:05,已支付
2026010800224,u0158,p012,漳州荔枝,水果,福建省,厦门,-10.00,4,2026-01-08 18:21:37,已支付
2026040200225,u0158,p003,平和蜜柚,水果,上海市,上海,35.50,0,2026-04-02 14:45:14,已支付
2026042500226,u0063,p005,古田银耳,干货,上海市,上海,68.00,4,2026-04-25 11:38:23,未支付
2026042600227,u0161,p005,古田银耳,干货,福建省,福州,68.00,2,2026-04-26 03:25:41,已支付
2026041000228,u0057,p002,安溪铁观音,茶叶,广东省,广州,150.00,2,2026-04-10 17:09:23,已支付
2026010600229,u0148,p008,永春芦柑,水果,福建省,福州,28.00,5,2026-01-06 19:33:40,未支付
2026051100230,u0183,p001,武夷岩茶,茶叶,福建省,福州,199.00,1,2026-05-11 02:35:04,未支付
2026052600231,u0172,p004,漳州蕉,水果,广东省,广州,-10.00,1,2026-05-26 12:31:20,已支付
2026011600232,u0013,p001,武夷岩茶,茶叶,福建省,泉州,199.00,0,2026-01-16 09:12:22,已退款
2026032000233,u0164,p012,漳州荔枝,水果,福建省,泉州,42.00,5,2026-03-20 22:35:53,已支付
2026042300234,u0129,p008,永春芦柑,水果,福建省,泉州,28.00,0,2026-04-23 14:15:21,已支付
2026033000235,u0032,p009,闽北香菇,干货,上海市,上海,55.00,2,2026-03-30 01:40:35,已支付
2026030900236,u0073,p009,闽北香菇,干货,福建省,泉州,55.00,2,2026-03-09 23:03:02,已支付
2026030400237,u0006,p006,莆田桂圆干,干货,浙江省,杭州,45.00,5,2026-03-04 01:52:23,未支付
2026030700238,u0085,p012,漳州荔枝,水果,福建省,福州,42.00,3,2026-03-07 23:48:13,已支付
2026050500239,u0190,p006,莆田桂圆干,干货,浙江省,杭州,45.00,0,2026-05-05 11:51:36,已支付
2026020300240,u0169,p002,安溪铁观音,茶叶,福建省,福州,150.00,4,2026-02-03 14:27:11,已支付
2026022400241,u0090,p002,安溪铁观音,茶叶,福建省,泉州,150.00,5,2026-02-24 12:15:37,已支付
2026051000242,u0039,p005,古田银耳,干货,浙江省,杭州,68.00,0,2026-05-10 18:57:09,未支付
2026031600243,u0148,p011,厦门芒果干,干货,福建省,福州,38.00,4,2026-03-16 06:36:37,已支付
2026011800244,u0036,p005,古田银耳,干货,福建省,福州,68.00,1,2026-01-18 17:56:17,已支付
2026030800245,u0189,p008,永春芦柑,水果,福建省,厦门,28.00,2,2026-03-08 03:44:26,已支付
2026031800246,u0142,p009,闽北香菇,干货,广东省,广州,55.00,3,2026-03-18 18:57:48,未支付
2026010600247,u0036,p005,古田银耳,干货,福建省,厦门,68.00,3,2026-01-06 12:01:55,已支付
2026030200248,u0032,p001,武夷岩茶,茶叶,上海市,上海,199.00,1,2026-03-02 23:50:20,未支付
2026010400249,u0048,p009,闽北香菇,干货,浙江省,杭州,55.00,3,2026-01-04 00:40:48,已支付
2026012500250,u0168,p006,莆田桂圆干,干货,上海市,上海,45.00,3,2026-01-25 08:51:13,已支付
2026021200251,u0090,p012,漳州荔枝,水果,福建省,福州,42.00,2,2026-02-12 10:10:41,已支付
2026032800252,u0109,p002,安溪铁观音,茶叶,广东省,广州,150.00,4,2026-03-28 23:28:17,未支付
