order_id,user_id,product_id,price,quantity,sales_amount,order_time,order_date,month_num,week_num,pay_status
2026032800038,u0022,p008,28.00,2,56.00,2026-03-28 09:07:11,2026-03-28,3,13,已支付
2026040100039,u0181,p007,180.00,2,360.00,2026-04-01 06:03:12,2026-04-01,4,14,已支付
2026053100040,u0175,p009,55.00,4,220.00,2026-05-31 04:28:25,2026-05-31,5,22,已支付
2026031900041,u0074,p005,68.00,4,272.00,2026-03-19 01:18:44,2026-03-19,3,12,已支付
2026021400042,u0181,p001,199.00,5,995.00,2026-02-14 13:37:25,2026-02-14,2,7,已退款
2026010800043,u0174,p007,180.00,4,720.00,2026-01-08 07:11:38,2026-01-08,1,2,已支付
2026042400045,u0064,p011,38.00,5,190.00,2026-04-24 13:58:23,2026-04-24,4,17,已支付
2026030900046,u0003,p004,20.00,4,80.00,2026-03-09 01:27:07,2026-03-09,3,11,已支付
2026022000047,u0184,p001,199.00,1,199.00,2026-02-20 19:31:36,2026-02-20,2,8,已支付
2026052500048,u0194,p009,55.00,2,110.00,2026-05-25 23:21:37,2026-05-25,5,22,已支付
2026032800049,u0018,p005,68.00,2,136.00,2026-03-28 02:45:34,2026-03-28,3,13,已退款
2026041000050,u0033,p011,38.00,5,190.00,2026-04-10 10:58:25,2026-04-10,4,15,已支付
2026012900051,u0139,p005,68.00,5,340.00,2026-01-29 02:24:10,2026-01-29,1,5,已支付
2026041800052,u0114,p004,20.00,5,100.00,2026-04-18 12:30:48,2026-04-18,4,16,已支付
2026041800053,u0168,p012,42.00,3,126.00,2026-04-18 19:23:05,2026-04-18,4,16,未支付
2026042600054,u0019,p009,55.00,5,275.00,2026-04-26 17:23:01,2026-04-26,4,17,已退款
2026010900055,u0014,p004,20.00,1,20.00,2026-01-09 00:18:03,2026-01-09,1,2,已支付
2026032900056,u0048,p002,150.00,3,450.00,2026-03-29 03:10:06,2026-03-29,3,13,已支付
2026052700057,u0136,p006,45.00,1,45.00,2026-05-27 04:41:21,2026-05-27,5,22,已支付
2026041700058,u0072,p008,28.00,2,56.00,2026-04-17 10:33:23,2026-04-17,4,16,已支付
2026032000060,u0005,p004,20.00,3,60.00,2026-03-20 20:10:16,2026-03-20,3,12,已退款
2026021400061,u0090,p007,180.00,3,540.00,2026-02-14 04:50:19,2026-02-14,2,7,已支付
2026051000062,u0049,p005,68.00,2,136.00,2026-05-10 01:12:07,2026-05-10,5,19,已支付
2026053100063,u0183,p008,28.00,4,112.00,2026-05-31 02:38:56,2026-05-31,5,22,已支付
2026022200064,u0181,p011,38.00,1,38.00,2026-02-22 02:48:44,2026-02-22,2,8,已支付
2026052700065,u0196,p010,120.00,4,480.00,2026-05-27 22:30:49,2026-05-27,5,22,已支付
2026052900066,u0200,p004,20.00,3,60.00,2026-05-29 05:07:12,2026-05-29,5,22,已退款
2026032000067,u0066,p011,38.00,3,114.00,2026-03-20 22:44:08,2026-03-20,3,12,已退款
2026042800068,u0052,p011,38.00,3,114.00,2026-04-28 16:25:12,2026-04-28,4,18,已支付
2026010900069,u0003,p010,120.00,1,120.00,2026-01-09 22:13:29,2026-01-09,1,2,已支付
2026032100070,u0190,p012,42.00,4,168.00,2026-03-21 23:37:38,2026-03-21,3,12,已支付
2026031800071,u0123,p003,35.50,4,142.00,2026-03-18 00:52:24,2026-03-18,3,12,已支付
2026021600072,u0128,p005,68.00,5,340.00,2026-02-16 03:59:34,2026-02-16,2,8,未支付
2026021500074,u0063,p007,180.00,2,360.00,2026-02-15 16:50:47,2026-02-15,2,7,已支付
2026031100075,u0100,p008,28.00,2,56.00,2026-03-11 05:10:48,2026-03-11,3,11,已支付
2026050400076,u0058,p005,68.00,3,204.00,2026-05-04 02:59:47,2026-05-04,5,19,已退款
2026050900079,u0057,p009,55.00,3,165.00,2026-05-09 15:02:09,2026-05-09,5,19,已支付
2026040700080,u0157,p008,28.00,2,56.00,2026-04-07 05:43:54,2026-04-07,4,15,已退款
2026040900081,u0049,p006,45.00,3,135.00,2026-04-09 20:52:54,2026-04-09,4,15,已支付
2026021300082,u0164,p008,28.00,1,28.00,2026-02-13 07:11:23,2026-02-13,2,7,已支付
2026020600083,u0130,p008,28.00,2,56.00,2026-02-06 20:59:50,2026-02-06,2,6,已支付
2026032600084,u0085,p011,38.00,5,190.00,2026-03-26 11:46:32,2026-03-26,3,13,已支付
2026020400085,u0192,p008,28.00,4,112.00,2026-02-04 16:29:36,2026-02-04,2,6,已支付
2026020200086,u0018,p001,199.00,1,199.00,2026-02-02 10:17:36,2026-02-02,2,6,已支付
2026050100087,u0098,p004,20.00,2,40.00,2026-05-01 08:12:38,2026-05-01,5,18,已支付
2026011500088,u0109,p003,35.50,4,142.00,2026-01-15 03:55:21,2026-01-15,1,3,未支付
2026032700089,u0138,p006,45.00,2,90.00,2026-03-27 16:35:31,2026-03-27,3,13,已退款
2026011900090,u0187,p002,150.00,5,750.00,2026-01-19 08:50:28,2026-01-19,1,4,已支付
2026020300091,u0054,p003,35.50,1,35.50,2026-02-03 08:17:55,2026-02-03,2,6,已退款
2026012400092,u0020,p005,68.00,4,272.00,2026-01-24 01:29:01,2026-01-24,1,4,未支付
2026050800093,u0095,p012,42.00,2,84.00,2026-05-08 04:12:31,2026-05-08,5,19,已支付
2026032900094,u0003,p010,120.00,2,240.00,2026-03-29 17:09:34,2026-03-29,3,13,未支付
2026042300095,u0186,p003,35.50,2,71.00,2026-04-23 16:42:39,2026-04-23,4,17,已支付
2026012400096,u0074,p003,35.50,3,106.50,2026-01-24 17:21:22,2026-01-24,1,4,已支付
2026031700097,u0007,p011,38.00,3,114.00,2026-03-17 07:11:28,2026-03-17,3,12,已退款
2026010900098,u0141,p008,28.00,3,84.00,2026-01-09 08:45:32,2026-01-09,1,2,已退款
2026051900099,u0199,p004,20.00,5,100.00,2026-05-19 10:21:24,2026-05-19,5,21,已支付
2026031200100,u0184,p005,68.00,4,272.00,2026-03-12 01:56:28,2026-03-12,3,11,已支付
2026021100102,u0075,p004,20.00,5,100.00,2026-02-11 18:45:50,2026-02-11,2,7,已支付
2026020100103,u0170,p002,150.00,1,150.00,2026-02-01 12:58:33,2026-02-01,2,5,已退款
2026041700104,u0135,p012,42.00,2,84.00,2026-04-17 23:40:34,2026-04-17,4,16,已支付
2026031800105,u0049,p007,180.00,3,540.00,2026-03-18 00:56:55,2026-03-18,3,12,已退款
2026010500106,u0048,p002,150.00,5,750.00,2026-01-05 18:23:37,2026-01-05,1,2,已退款
2026022200108,u0190,p007,180.00,2,360.00,2026-02-22 04:02:05,2026-02-22,2,8,已支付
2026011600109,u0013,p008,28.00,4,112.00,2026-01-16 21:17:29,2026-01-16,1,3,已支付
2026051200110,u0189,p003,35.50,2,71.00,2026-05-12 06:30:38,2026-05-12,5,20,已支付
2026050500111,u0095,p012,42.00,4,168.00,2026-05-05 15:44:29,2026-05-05,5,19,已支付
2026033000112,u0130,p004,20.00,1,20.00,2026-03-30 22:24:51,2026-03-30,3,14,未支付
2026041200113,u0199,p002,150.00,4,600.00,2026-04-12 10:03:07,2026-04-12,4,15,未支付
2026022100115,u0178,p002,150.00,2,300.00,2026-02-21 06:48:28,2026-02-21,2,8,已支付
2026030200116,u0013,p009,55.00,4,220.00,2026-03-02 19:19:19,2026-03-02,3,10,已支付
2026022200119,u0064,p010,120.00,1,120.00,2026-02-22 08:31:32,2026-02-22,2,8,已支付
2026050400120,u0149,p006,45.00,1,45.00,2026-05-04 11:12:08,2026-05-04,5,19,未支付
2026021900121,u0146,p005,68.00,5,340.00,2026-02-19 21:18:59,2026-02-19,2,8,已退款
2026011200123,u0023,p003,35.50,1,35.50,2026-01-12 15:55:07,2026-01-12,1,3,已支付
2026031300125,u0037,p006,45.00,4,180.00,2026-03-13 23:35:36,2026-03-13,3,11,未支付
2026040200126,u0064,p006,45.00,3,135.00,2026-04-02 21:02:50,2026-04-02,4,14,未支付
2026050600127,u0117,p011,38.00,1,38.00,2026-05-06 12:06:45,2026-05-06,5,19,已支付
2026031600129,u0195,p009,55.00,3,165.00,2026-03-16 18:34:07,2026-03-16,3,12,未支付
2026011300132,u0130,p004,20.00,3,60.00,2026-01-13 13:45:33,2026-01-13,1,3,未支付
2026030400134,u0050,p012,42.00,3,126.00,2026-03-04 00:48:23,2026-03-04,3,10,已支付
2026012900135,u0159,p010,120.00,3,360.00,2026-01-29 21:33:35,2026-01-29,1,5,已支付
2026033000136,u0086,p002,150.00,5,750.00,2026-03-30 05:18:09,2026-03-30,3,14,已退款
2026042000138,u0113,p005,68.00,2,136.00,2026-04-20 09:59:13,2026-04-20,4,17,已支付
2026022800139,u0084,p010,120.00,1,120.00,2026-02-28 09:02:30,2026-02-28,2,9,已支付
2026021100140,u0145,p012,42.00,3,126.00,2026-02-11 00:58:25,2026-02-11,2,7,已支付
2026053100141,u0057,p011,38.00,3,114.00,2026-05-31 00:39:13,2026-05-31,5,22,未支付
2026041500142,u0058,p009,55.00,2,110.00,2026-04-15 16:32:20,2026-04-15,4,16,已退款
2026022400143,u0025,p011,38.00,4,152.00,2026-02-24 14:15:04,2026-02-24,2,9,已支付
2026052600144,u0172,p012,42.00,4,168.00,2026-05-26 08:54:04,2026-05-26,5,22,已支付
2026053100145,u0145,p012,42.00,1,42.00,2026-05-31 15:25:57,2026-05-31,5,22,未支付
2026032900147,u0076,p006,45.00,3,135.00,2026-03-29 17:05:15,2026-03-29,3,13,已支付
2026040600148,u0038,p003,35.50,5,177.50,2026-04-06 04:13:28,2026-04-06,4,15,已支付
2026051300149,u0029,p002,150.00,3,450.00,2026-05-13 15:44:26,2026-05-13,5,20,已支付
2026011000150,u0165,p007,180.00,5,900.00,2026-01-10 02:19:51,2026-01-10,1,2,未支付
2026050400151,u0029,p002,150.00,2,300.00,2026-05-04 06:36:20,2026-05-04,5,19,已支付
2026043000152,u0157,p010,120.00,4,480.00,2026-04-30 17:28:05,2026-04-30,4,18,未支付
2026031000153,u0086,p007,180.00,2,360.00,2026-03-10 11:19:18,2026-03-10,3,11,已支付
2026040700155,u0135,p009,55.00,3,165.00,2026-04-07 11:47:56,2026-04-07,4,15,已支付
2026021900157,u0169,p010,120.00,3,360.00,2026-02-19 19:52:40,2026-02-19,2,8,已支付
2026050700158,u0077,p007,180.00,2,360.00,2026-05-07 12:40:56,2026-05-07,5,19,已支付
2026032400159,u0127,p008,28.00,5,140.00,2026-03-24 06:49:50,2026-03-24,3,13,已支付
2026040300160,u0058,p004,20.00,2,40.00,2026-04-03 22:51:58,2026-04-03,4,14,已支付
2026032900161,u0163,p009,55.00,1,55.00,2026-03-29 10:42:38,2026-03-29,3,13,已支付
2026011300163,u0068,p004,20.00,1,20.00,2026-01-13 10:37:13,2026-01-13,1,3,未支付
2026042800165,u0188,p012,42.00,4,168.00,2026-04-28 23:10:19,2026-04-28,4,18,已支付
2026020200166,u0084,p012,42.00,1,42.00,2026-02-02 08:59:24,2026-02-02,2,6,已支付
2026042200167,u0068,p006,45.00,5,225.00,2026-04-22 20:49:52,2026-04-22,4,17,未支付
2026041500168,u0104,p005,68.00,2,136.00,2026-04-15 08:05:18,2026-04-15,4,16,已支付
2026012100169,u0178,p003,35.50,2,71.00,2026-01-21 16:35:39,2026-01-21,1,4,已支付
2026042200170,u0186,p006,45.00,5,225.00,2026-04-22 09:06:17,2026-04-22,4,17,已退款
2026050700172,u0177,p001,199.00,5,995.00,2026-05-07 20:32:10,2026-05-07,5,19,已支付
2026022700173,u0079,p007,180.00,4,720.00,2026-02-27 13:12:51,2026-02-27,2,9,已退款
2026012500174,u0149,p003,35.50,3,106.50,2026-01-25 17:16:01,2026-01-25,1,4,已支付
2026051700175,u0179,p007,180.00,3,540.00,2026-05-17 21:28:39,2026-05-17,5,20,已退款
2026010900176,u0046,p001,199.00,2,398.00,2026-01-09 10:48:28,2026-01-09,1,2,未支付
2026042400177,u0167,p011,38.00,2,76.00,2026-04-24 09:01:19,2026-04-24,4,17,已支付
2026050900179,u0106,p001,199.00,1,199.00,2026-05-09 11:47:03,2026-05-09,5,19,已支付
2026021500180,u0065,p007,180.00,4,720.00,2026-02-15 16:55:15,2026-02-15,2,7,已支付
2026031000181,u0092,p009,55.00,5,275.00,2026-03-10 13:05:28,2026-03-10,3,11,已支付
2026040800183,u0024,p012,42.00,3,126.00,2026-04-08 07:12:14,2026-04-08,4,15,已退款
2026040500184,u0122,p001,199.00,5,995.00,2026-04-05 15:43:33,2026-04-05,4,14,已退款
2026022800185,u0167,p004,20.00,5,100.00,2026-02-28 02:18:42,2026-02-28,2,9,已支付
2026011400187,u0084,p007,180.00,2,360.00,2026-01-14 16:47:28,2026-01-14,1,3,已支付
2026010800188,u0005,p004,20.00,2,40.00,2026-01-08 17:04:05,2026-01-08,1,2,未支付
2026011700189,u0153,p004,20.00,1,20.00,2026-01-17 04:29:47,2026-01-17,1,3,已退款
2026022200191,u0018,p003,35.50,3,106.50,2026-02-22 03:15:35,2026-02-22,2,8,已支付
2026041600192,u0050,p006,45.00,4,180.00,2026-04-16 20:20:55,2026-04-16,4,16,已支付
2026042500193,u0175,p012,42.00,1,42.00,2026-04-25 14:53:45,2026-04-25,4,17,已支付
2026051200194,u0166,p008,28.00,3,84.00,2026-05-12 12:12:39,2026-05-12,5,20,已退款
2026021500195,u0096,p009,55.00,5,275.00,2026-02-15 15:19:33,2026-02-15,2,7,已退款
2026032700196,u0018,p006,45.00,3,135.00,2026-03-27 08:04:52,2026-03-27,3,13,已支付
2026030300197,u0099,p012,42.00,5,210.00,2026-03-03 09:05:12,2026-03-03,3,10,已支付
2026030600198,u0185,p011,38.00,4,152.00,2026-03-06 04:06:22,2026-03-06,3,10,已退款
2026051300199,u0115,p008,28.00,3,84.00,2026-05-13 15:25:02,2026-05-13,5,20,已退款
2026012300200,u0031,p005,68.00,5,340.00,2026-01-23 18:40:57,2026-01-23,1,4,已退款
2026010100201,u0169,p009,55.00,2,110.00,2026-01-01 21:15:31,2026-01-01,1,1,已退款
2026030600202,u0189,p012,42.00,5,210.00,2026-03-06 09:39:59,2026-03-06,3,10,已退款
2026050300204,u0136,p007,180.00,2,360.00,2026-05-03 11:09:03,2026-05-03,5,18,未支付
2026021500205,u0011,p001,199.00,4,796.00,2026-02-15 18:17:17,2026-02-15,2,7,已支付
2026040100206,u0162,p011,38.00,4,152.00,2026-04-01 03:55:14,2026-04-01,4,14,已支付
2026011400208,u0075,p009,55.00,1,55.00,2026-01-14 02:18:45,2026-01-14,1,3,已支付
2026040900209,u0001,p007,180.00,5,900.00,2026-04-09 19:07:32,2026-04-09,4,15,已支付
2026032800210,u0159,p010,120.00,5,600.00,2026-03-28 22:53:32,2026-03-28,3,13,未支付
2026010900212,u0171,p003,35.50,5,177.50,2026-01-09 14:52:03,2026-01-09,1,2,已支付
2026020400213,u0154,p002,150.00,4,600.00,2026-02-04 05:37:40,2026-02-04,2,6,已支付
2026013000214,u0105,p007,180.00,3,540.00,2026-01-30 05:48:44,2026-01-30,1,5,已支付
2026022300215,u0051,p010,120.00,2,240.00,2026-02-23 07:21:44,2026-02-23,2,9,未支付
2026051500216,u0112,p005,68.00,3,204.00,2026-05-15 02:12:06,2026-05-15,5,20,已支付
2026020400217,u0052,p001,199.00,5,995.00,2026-02-04 09:09:39,2026-02-04,2,6,已支付
2026042400218,u0158,p004,20.00,4,80.00,2026-04-24 05:51:34,2026-04-24,4,17,已支付
2026010800219,u0150,p011,38.00,3,114.00,2026-01-08 00:05:31,2026-01-08,1,2,已支付
2026050900221,u0059,p011,38.00,4,152.00,2026-05-09 07:18:21,2026-05-09,5,19,已支付
2026012900222,u0183,p002,150.00,2,300.00,2026-01-29 06:01:45,2026-01-29,1,5,已支付
2026022300223,u0010,p009,55.00,4,220.00,2026-02-23 18:41:05,2026-02-23,2,9,已支付
2026042500226,u0063,p005,68.00,4,272.00,2026-04-25 11:38:23,2026-04-25,4,17,未支付
2026042600227,u0161,p005,68.00,2,136.00,2026-04-26 03:25:41,2026-04-26,4,17,已支付
2026041000228,u0057,p002,150.00,2,300.00,2026-04-10 17:09:23,2026-04-10,4,15,已支付
2026010600229,u0148,p008,28.00,5,140.00,2026-01-06 19:33:40,2026-01-06,1,2,未支付
2026051100230,u0183,p001,199.00,1,199.00,2026-05-11 02:35:04,2026-05-11,5,20,未支付
2026032000233,u0164,p012,42.00,5,210.00,2026-03-20 22:35:53,2026-03-20,3,12,已支付
2026033000235,u0032,p009,55.00,2,110.00,2026-03-30 01:40:35,2026-03-30,3,14,已支付
2026030900236,u0073,p009,55.00,2,110.00,2026-03-09 23:03:02,2026-03-09,3,11,已支付
2026030400237,u0006,p006,45.00,5,225.00,2026-03-04 01:52:23,2026-03-04,3,10,未支付
2026030700238,u0085,p012,42.00,3,126.00,2026-03-07 23:48:13,2026-03-07,3,10,已支付
2026020300240,u0169,p002,150.00,4,600.00,2026-02-03 14:27:11,2026-02-03,2,6,已支付
2026022400241,u0090,p002,150.00,5,750.00,2026-02-24 12:15:37,2026-02-24,2,9,已支付
2026031600243,u0148,p011,38.00,4,152.00,2026-03-16 06:36:37,2026-03-16,3,12,已支付
2026011800244,u0036,p005,68.00,1,68.00,2026-01-18 17:56:17,2026-01-18,1,3,已支付
2026030800245,u0189,p008,28.00,2,56.00,2026-03-08 03:44:26,2026-03-08,3,10,已支付
2026031800246,u0142,p009,55.00,3,165.00,2026-03-18 18:57:48,2026-03-18,3,12,未支付
2026010600247,u0036,p005,68.00,3,204.00,2026-01-06 12:01:55,2026-01-06,1,2,已支付
2026030200248,u0032,p001,199.00,1,199.00,2026-03-02 23:50:20,2026-03-02,3,10,未支付
2026010400249,u0048,p009,55.00,3,165.00,2026-01-04 00:40:48,2026-01-04,1,1,已支付
2026012500250,u0168,p006,45.00,3,135.00,2026-01-25 08:51:13,2026-01-25,1,4,已支付
2026021200251,u0090,p012,42.00,2,84.00,2026-02-12 10:10:41,2026-02-12,2,7,已支付
2026032800252,u0109,p002,150.00,4,600.00,2026-03-28 23:28:17,2026-03-28,3,13,未支付
2026042400253,u0020,p007,180.00,3,540.00,2026-04-24 05:11:45,2026-04-24,4,17,已支付
2026030200254,u0132,p003,35.50,4,142.00,2026-03-02 03:23:44,2026-03-02,3,10,已退款
2026040600255,u0176,p007,180.00,1,180.00,2026-04-06 06:54:51,2026-04-06,4,15,已支付
2026041900257,u0069,p005,68.00,5,340.00,2026-04-19 11:52:51,2026-04-19,4,16,已退款
2026030400258,u0165,p006,45.00,3,135.00,2026-03-04 02:09:01,2026-03-04,3,10,已支付
2026051300259,u0098,p007,180.00,2,360.00,2026-05-13 21:23:07,2026-05-13,5,20,已支付
2026050600260,u0153,p006,45.00,2,90.00,2026-05-06 19:30:29,2026-05-06,5,19,未支付
2026012700261,u0127,p008,28.00,4,112.00,2026-01-27 21:33:57,2026-01-27,1,5,未支付
2026010900262,u0049,p002,150.00,2,300.00,2026-01-09 04:06:29,2026-01-09,1,2,未支付
2026032500263,u0097,p012,42.00,3,126.00,2026-03-25 10:08:28,2026-03-25,3,13,已支付
2026022600266,u0024,p001,199.00,3,597.00,2026-02-26 15:36:58,2026-02-26,2,9,已支付
2026012900268,u0016,p012,42.00,2,84.00,2026-01-29 07:09:33,2026-01-29,1,5,未支付
2026041800269,u0069,p003,35.50,5,177.50,2026-04-18 07:26:57,2026-04-18,4,16,已支付
2026012800270,u0011,p005,68.00,3,204.00,2026-01-28 17:42:31,2026-01-28,1,5,已支付
2026041100271,u0171,p011,38.00,5,190.00,2026-04-11 10:58:54,2026-04-11,4,15,未支付
2026010400272,u0133,p011,38.00,1,38.00,2026-01-04 09:51:06,2026-01-04,1,1,已支付
2026031700273,u0177,p007,180.00,1,180.00,2026-03-17 05:08:04,2026-03-17,3,12,未支付
2026042000275,u0044,p009,55.00,1,55.00,2026-04-20 18:49:31,2026-04-20,4,17,已支付
2026041400276,u0047,p011,38.00,2,76.00,2026-04-14 19:32:29,2026-04-14,4,16,已退款
2026021200277,u0193,p003,35.50,1,35.50,2026-02-12 18:38:59,2026-02-12,2,7,已支付
2026021100278,u0008,p006,45.00,4,180.00,2026-02-11 16:18:54,2026-02-11,2,7,已退款
2026010500280,u0060,p009,55.00,5,275.00,2026-01-05 06:32:24,2026-01-05,1,2,已支付
2026052600283,u0008,p012,42.00,2,84.00,2026-05-26 04:59:24,2026-05-26,5,22,已支付
2026022000284,u0106,p001,199.00,4,796.00,2026-02-20 05:37:44,2026-02-20,2,8,已支付
2026042000285,u0089,p011,38.00,5,190.00,2026-04-20 12:37:01,2026-04-20,4,17,已退款
2026051200286,u0042,p004,20.00,3,60.00,2026-05-12 00:53:59,2026-05-12,5,20,已退款
2026031300287,u0085,p006,45.00,4,180.00,2026-03-13 12:31:52,2026-03-13,3,11,已退款
2026010600288,u0182,p010,120.00,2,240.00,2026-01-06 19:31:39,2026-01-06,1,2,已支付
2026012500289,u0008,p012,42.00,2,84.00,2026-01-25 03:47:15,2026-01-25,1,4,已支付
2026010500290,u0144,p010,120.00,3,360.00,2026-01-05 09:36:31,2026-01-05,1,2,未支付
2026042500292,u0016,p011,38.00,3,114.00,2026-04-25 19:41:03,2026-04-25,4,17,未支付
2026012900293,u0141,p003,35.50,3,106.50,2026-01-29 02:57:38,2026-01-29,1,5,未支付
2026042200294,u0072,p007,180.00,3,540.00,2026-04-22 07:17:41,2026-04-22,4,17,已退款
2026040100295,u0115,p001,199.00,5,995.00,2026-04-01 10:43:36,2026-04-01,4,14,未支付
2026041900296,u0148,p011,38.00,4,152.00,2026-04-19 13:45:41,2026-04-19,4,16,已支付
2026020700298,u0077,p004,20.00,4,80.00,2026-02-07 13:41:26,2026-02-07,2,6,已支付
2026041000299,u0149,p008,28.00,4,112.00,2026-04-10 02:11:54,2026-04-10,4,15,已退款
2026052200300,u0143,p010,120.00,5,600.00,2026-05-22 19:27:00,2026-05-22,5,21,已退款
2026011600301,u0024,p010,120.00,4,480.00,2026-01-16 11:51:36,2026-01-16,1,3,已支付
2026021300302,u0154,p010,120.00,4,480.00,2026-02-13 00:18:02,2026-02-13,2,7,未支付
2026011500303,u0075,p008,28.00,1,28.00,2026-01-15 15:28:27,2026-01-15,1,3,已退款
2026041500304,u0024,p004,20.00,1,20.00,2026-04-15 00:55:42,2026-04-15,4,16,已支付
2026041300305,u0017,p001,199.00,2,398.00,2026-04-13 16:27:40,2026-04-13,4,16,已支付
2026042400306,u0112,p008,28.00,1,28.00,2026-04-24 11:12:55,2026-04-24,4,17,已支付
2026053000307,u0040,p006,45.00,5,225.00,2026-05-30 10:36:42,2026-05-30,5,22,已支付
2026052700308,u0034,p011,38.00,5,190.00,2026-05-27 19:42:06,2026-05-27,5,22,已支付
2026030200310,u0140,p004,20.00,3,60.00,2026-03-02 00:16:46,2026-03-02,3,10,已支付
2026050200311,u0148,p010,120.00,3,360.00,2026-05-02 05:26:15,2026-05-02,5,18,已支付
2026020400312,u0071,p009,55.00,2,110.00,2026-02-04 15:44:43,2026-02-04,2,6,已支付
2026052100313,u0170,p006,45.00,1,45.00,2026-05-21 08:14:41,2026-05-21,5,21,已支付
2026040600316,u0165,p003,35.50,3,106.50,2026-04-06 20:58:25,2026-04-06,4,15,已支付
2026041400317,u0072,p009,55.00,4,220.00,2026-04-14 04:42:56,2026-04-14,4,16,已支付
2026021900318,u0049,p002,150.00,1,150.00,2026-02-19 23:32:09,2026-02-19,2,8,已支付
2026042000319,u0188,p002,150.00,4,600.00,2026-04-20 11:26:01,2026-04-20,4,17,已支付
2026040400320,u0051,p001,199.00,2,398.00,2026-04-04 21:23:42,2026-04-04,4,14,已支付
2026022000321,u0177,p008,28.00,4,112.00,2026-02-20 07:09:41,2026-02-20,2,8,已支付
2026030400323,u0058,p007,180.00,5,900.00,2026-03-04 12:00:57,2026-03-04,3,10,已支付
2026021900325,u0083,p011,38.00,1,38.00,2026-02-19 18:15:11,2026-02-19,2,8,已支付
2026011900326,u0148,p012,42.00,2,84.00,2026-01-19 18:53:32,2026-01-19,1,4,已支付
2026013000327,u0009,p008,28.00,1,28.00,2026-01-30 05:03:40,2026-01-30,1,5,已支付
2026051900328,u0183,p009,55.00,3,165.00,2026-05-19 16:09:35,2026-05-19,5,21,已支付
2026013100330,u0004,p009,55.00,5,275.00,2026-01-31 21:12:36,2026-01-31,1,5,未支付
2026020100331,u0114,p002,150.00,2,300.00,2026-02-01 14:21:21,2026-02-01,2,5,已支付
2026011400332,u0065,p001,199.00,5,995.00,2026-01-14 17:52:01,2026-01-14,1,3,未支付
2026011900333,u0015,p004,20.00,4,80.00,2026-01-19 00:00:16,2026-01-19,1,4,已支付
